val_acc,test_acc,peak_memory_usage,model_size,inference_latency
0.8551180958747864,0.8451942801475525,127872,18824,1499714
0.9228346347808838,0.9235174059867859,100800,32905,4504978
0.9388076663017273,0.9370143413543701,509104,689499,442309932
0.8575928211212158,0.8505112528800964,250880,27121,7263038
0.5347581505775452,0.5192229151725769,3186,9437,78629
0.7793025970458984,0.7535787224769592,112700,22202,1092378
0.891338586807251,0.8856850862503052,118440,44197,12752340
0.8861642479896545,0.879141092300415,100800,21155,3012024
0.7397075295448303,0.7472392916679382,72842,9022,871806
0.937457799911499,0.9351738095283508,488800,759041,421676785
0.6650168895721436,0.6439672708511353,72842,3199,864636
0.5448818802833557,0.5584867000579834,3600,5150,130871
0.6845894455909729,0.6811860799789429,72842,3302,864738
0.9316085577011108,0.9280163645744324,3087,72849,396647
0.7752531170845032,0.7529652118682861,72842,9826,873138
0.570303738117218,0.5494887232780457,64372,3695,763380
0.8562429547309875,0.8429448008537292,42624,67043,6913642
0.8848143815994263,0.8789365887641907,100800,37400,3006995
0.8229471445083618,0.8155419230461121,42624,51914,5905148
0.9444319605827332,0.9402862787246704,495568,856385,440166411
0.9277840256690979,0.9169734120368958,145684,87729,1487947
0.8589426279067993,0.8456032872200012,127872,19098,1501824
0.8436445593833923,0.8374233245849609,127872,17814,1462239
0.8902137279510498,0.8842535614967346,117882,20234,2855958
0.9050618410110474,0.8993865251541138,237848,121106,66816336
0.83937007188797,0.8298568725585938,100800,25164,4278015
0.8852643370628357,0.8840490579605103,100800,20175,2974798
0.5091113448143005,0.4944785237312317,3186,6958,75954
0.48728910088539124,0.48854807019233704,3186,11722,81446
0.9338582754135132,0.925153374671936,3087,73995,402240
0.9007874131202698,0.8916155695915222,100800,26567,3213537
0.8836895227432251,0.8805726170539856,100800,21935,2989088
0.9280089735984802,0.9253578782081604,3087,75583,410322
0.9343082308769226,0.9269938468933105,3087,74463,405960
0.919235110282898,0.921881377696991,100800,30162,4184775
0.8866141438484192,0.8803681135177612,118440,57479,6351268
0.9302586913108826,0.9261758923530579,3468,77657,443397
0.7392575740814209,0.734764814376831,72842,12238,877134
0.5559055209159851,0.5411043167114258,3186,9778,80415
0.9392576217651367,0.9310838580131531,6090,76945,848467
0.6580427289009094,0.6411042809486389,42624,48101,5693956
0.7439820170402527,0.7437627911567688,72842,23706,896962
0.9289088845252991,0.9237219095230103,3087,69782,379339
0.9302586913108826,0.9239263534545898,3087,71485,391079
0.9050618410110474,0.9020450115203857,100800,42654,3354866
0.9304836988449097,0.9151329398155212,100800,43369,4797060
0.9208099246025085,0.9194273948669434,3087,46652,266491
0.29133859276771545,0.28445807099342346,11040,53298,146850
0.08931383490562439,0.08568507432937622,4230,19538,148084
0.9043869376182556,0.9034764766693115,8070,75573,775163
0.9210348725318909,0.9214723706245422,3087,47671,284695
0.7649043798446655,0.7517382502555847,72842,6476,935826
0.8400449752807617,0.8243353962898254,76986,983279,3119616
0.08931383490562439,0.08568507432937622,3600,1160,100498
0.9309336543083191,0.9241308569908142,3183,75751,413505
0.8832395672798157,0.8725971579551697,1514,24533,83628
0.9293588399887085,0.9229038953781128,100800,37656,4408991
0.8110235929489136,0.8016359806060791,100800,17453,2888674
0.8929134011268616,0.884458065032959,1514,29485,92844
0.9196850657463074,0.9161553978919983,3087,67599,400695
0.9196850657463074,0.9147239327430725,100800,29789,4345535
0.8908886313438416,0.8899795413017273,175392,28810,5827882
0.8778402805328369,0.8746421337127686,114696,16776,2772044
0.8902137279510498,0.8809816241264343,1514,31628,94190
0.8992125988006592,0.8867075443267822,1514,29004,88374
0.9210348725318909,0.9145194292068481,100800,31798,4419072
0.9212598204612732,0.912883460521698,3087,51479,300175
0.9100112318992615,0.9100204706192017,3087,46536,264997
0.9178852438926697,0.91063392162323,4374,75309,744445
0.9248594045639038,0.9235174059867859,3087,46070,271802
0.9250843524932861,0.9247443675994873,3087,51824,287792
0.9190101027488708,0.9145194292068481,3598,72128,719206
0.9183351993560791,0.9114519357681274,3087,46948,264745
0.8794150948524475,0.875460147857666,1514,21769,74006
0.9253093600273132,0.9169734120368958,3087,52024,306591
0.9264342188835144,0.9208589196205139,4356,76360,451127
0.47199100255966187,0.45562371611595154,3600,4279,122810
0.9370078444480896,0.9345602989196777,485416,723166,417384412
0.878740131855011,0.8711656332015991,100800,19410,2968520
0.8276715278625488,0.8157464265823364,72842,30074,2192208
0.8996625542640686,0.8838445544242859,1514,34611,100766
0.8953880667686462,0.8873210549354553,7570,42505,222290
0.7759280204772949,0.7654396891593933,72842,23706,884906
0.8866141438484192,0.875460147857666,1514,27222,87573
0.9244094491004944,0.9206544160842896,26280,85365,5622884
0.9322834610939026,0.9253578782081604,3087,67236,370068
0.6609673500061035,0.6368098258972168,3254,26725,129276
0.7361080050468445,0.7271983623504639,72842,4538,861647
0.4188976287841797,0.39652350544929504,6768,36040,207656
0.9322834610939026,0.9226993918418884,3087,74441,395887
0.9039369821548462,0.8999999761581421,1980,30965,98621
0.9320585131645203,0.9325153231620789,3087,76209,421794
0.9253093600273132,0.9263803958892822,3087,63391,344585
0.9408323764801025,0.9341513514518738,7090,83569,902665
0.9282339811325073,0.9274028539657593,3087,57878,325233
0.8888639211654663,0.8910020589828491,3028,27110,118596
0.8020247220993042,0.7918200492858887,3028,31528,124622
0.9300337433815002,0.9292433261871338,3087,65456,361575
0.9309336543083191,0.9214723706245422,3087,47046,276607
0.8922384977340698,0.8889570832252502,1514,21689,78886
0.9253093600273132,0.9167689085006714,3087,38523,240077
0.9241845011711121,0.9169734120368958,1826,24410,144898
0.9273340702056885,0.9310838580131531,100800,39994,4493300
0.8881889581680298,0.8815950751304626,3028,27543,116574
0.9293588399887085,0.9237219095230103,3087,65853,366361
0.8769403696060181,0.8670756816864014,100800,35518,3149652
0.9277840256690979,0.9271983504295349,100800,43830,4583884
0.9255343079566956,0.9188138842582703,3087,55300,313345
0.8767154216766357,0.867893636226654,1514,25606,82478
0.8931383490562439,0.8926380276679993,6056,29801,169095
0.5397075414657593,0.5259713530540466,2652,18161,98237
0.8996625542640686,0.9010224938392639,6744,31510,143856
0.9196850657463074,0.9196318984031677,100800,29531,4188232
0.9230596423149109,0.9255623817443848,1826,23331,141668
0.09133858233690262,0.08568507432937622,2050,41235,130747
0.8881889581680298,0.8787320852279663,100800,41473,2967780
0.9158605337142944,0.9159508943557739,19740,83443,3252918
0.8938132524490356,0.8858895897865295,3087,26115,130072
0.9219347834587097,0.9188138842582703,3087,55194,300963
0.9266591668128967,0.9222903847694397,6192,36234,307903
0.896062970161438,0.8842535614967346,6056,33568,181684
0.9194600582122803,0.9147239327430725,100800,27679,4469784
0.9158605337142944,0.9157464504241943,8563,31314,486677
0.9244094491004944,0.91063392162323,3087,38426,221653
0.8089988827705383,0.8034764528274536,3028,27214,106714
0.9275590777397156,0.9212678670883179,3087,67456,357601
0.7536557912826538,0.7445808053016663,72842,8624,868106
0.9291338324546814,0.9161553978919983,1771,22864,140532
0.8447694182395935,0.8196318745613098,6512,22656,206284
0.9232845902442932,0.9233129024505615,7137,37470,236464
0.9379077553749084,0.9302658438682556,8770,86254,956875
0.9277840256690979,0.9276073575019836,3087,67577,373294
0.9244094491004944,0.9229038953781128,3087,48286,259361
0.930708646774292,0.9267893433570862,3138,76601,427608
0.8929134011268616,0.8879345655441284,1980,30871,100863
0.9280089735984802,0.9271983504295349,4644,35132,264369
0.9352080821990967,0.9282208681106567,4410,58527,513949
0.9381327629089355,0.9388548135757446,8590,80953,941583
0.9230596423149109,0.9198364019393921,3087,36607,229763
0.891338586807251,0.8920245170593262,3210,58238,616859
0.8256468176841736,0.809611439704895,1164,18818,49210
0.8341957330703735,0.820858895778656,2928,25149,77212
0.9298087954521179,0.9184049367904663,3087,61009,348588
0.9241845011711121,0.9184049367904663,1826,28422,150006
0.9410573840141296,0.9355828166007996,9886,87114,985345
0.7986501455307007,0.794683039188385,72842,6476,935826
0.8956130743026733,0.890388548374176,1514,38840,107686
0.9217097759246826,0.9202454090118408,1826,24799,145386
0.9334083199501038,0.925153374671936,3183,73405,405950
0.9264342188835144,0.9216768741607666,1826,27956,124748
0.9372328519821167,0.9335378408432007,36336,106363,3275546
0.9232845902442932,0.9159508943557739,1826,25584,144846
0.9280089735984802,0.9206544160842896,1771,28093,156648
0.891338586807251,0.88077712059021,1514,27064,91990
0.9295837879180908,0.9253578782081604,1826,24803,147687
0.9370078444480896,0.9257668852806091,1826,26704,137028
0.08931383490562439,0.08568507432937622,1448,22971,75184
0.9030371308326721,0.8999999761581421,8790,73004,1253807
0.8609673976898193,0.8531697392463684,1716,13778,90372
0.9151856303215027,0.9002044796943665,1771,19582,127829
0.9241845011711121,0.9208589196205139,2156,41642,264486
0.8794150948524475,0.8734151124954224,114696,18041,2770924
0.915410578250885,0.9061349630355835,1771,21515,135546
0.8798649907112122,0.8775051236152649,100800,27723,2989947
0.917435348033905,0.9044989943504333,1826,19168,127241
0.9300337433815002,0.9229038953781128,5696,20805,113164
0.83082115650177,0.818200409412384,1164,22702,54748
0.9203599691390991,0.9120654463768005,1826,19937,126823
0.898087739944458,0.8893660306930542,3028,37486,144948
0.5885264277458191,0.5703476667404175,72842,8524,1071082
0.9338582754135132,0.9323108196258545,5696,23887,116418
0.9034870862960815,0.8928425312042236,1514,29187,130669
0.9016872644424438,0.8965235352516174,12112,41793,302224
0.8629921078681946,0.8574641942977905,1716,13873,91075
0.9275590777397156,0.9206544160842896,1826,31293,165720
0.9145106673240662,0.9145194292068481,1826,20667,130994
0.4737907648086548,0.46789366006851196,2118,4366,84037
0.917435348033905,0.9081799387931824,2046,18024,128434
0.9273340702056885,0.9188138842582703,1771,25221,144373
0.9309336543083191,0.9226993918418884,4644,37842,274287
0.923959493637085,0.9171779155731201,1826,30100,160452
0.9347581267356873,0.9245398640632629,1826,25585,118038
0.9318335056304932,0.9249488711357117,1826,25361,118068
0.8627671599388123,0.8515337705612183,112240,54903,2703380
0.915410578250885,0.9092024564743042,6644,21857,160428
0.9356580376625061,0.9302658438682556,5696,21261,109260
0.885489284992218,0.8801636099815369,4320,20484,115296
0.9271091222763062,0.9226993918418884,12616,68078,2348922
0.9316085577011108,0.9253578782081604,1514,30453,146326
0.9320585131645203,0.9255623817443848,1771,32366,171202
0.9293588399887085,0.9257668852806091,1514,22561,149095
0.8456692695617676,0.8351738452911377,1164,24230,54788
0.9370078444480896,0.9333333373069763,18168,94661,2048942
0.9325084090232849,0.9290388822555542,2156,20635,127650
0.9313835501670837,0.9237219095230103,4410,53088,490175
0.9113610982894897,0.913292407989502,1826,21381,101684
0.9345331788063049,0.9231083989143372,2046,34031,183716
0.800899863243103,0.7944785356521606,72842,8729,940710
0.7691788673400879,0.7423312664031982,1758,26351,108932
0.9406074285507202,0.9349693059921265,2860,45129,309838
0.852868378162384,0.8337423205375671,1661,15367,93886
0.922159731388092,0.9157464504241943,1826,17005,114622
0.9451068639755249,0.9329243302345276,2925,46576,321630
0.9385826587677002,0.9316973686218262,2695,47524,295686
0.9217097759246826,0.9182004332542419,1826,18806,118784
0.9300337433815002,0.9182004332542419,2170,11269,112570
0.9082114696502686,0.9018405079841614,1514,6869,67770
0.8488188982009888,0.8482617735862732,2160,26391,101838
0.3151856064796448,0.31308794021606445,3254,21181,107875
0.9379077553749084,0.9386503100395203,8890,204018,1301665
0.9325084090232849,0.9282208681106567,1826,26295,135690
0.9388076663017273,0.9327198266983032,2925,50684,325686
0.9322834610939026,0.9265848398208618,1826,25876,134136
0.9367828965187073,0.9380367994308472,8530,81554,940335
0.7716535329818726,0.7519427537918091,4536,16225,180646
0.930708646774292,0.9222903847694397,1826,34234,151344
0.9255343079566956,0.9206544160842896,1826,19854,123942
0.9311586022377014,0.9308793544769287,5696,18587,100746
0.9320585131645203,0.9286298751831055,1826,27582,128058
0.08931383490562439,0.08568507432937622,1132,17432,51690
0.9178852438926697,0.9118609428405762,2046,13199,115522
0.9230596423149109,0.9188138842582703,1826,18955,123746
0.9358829855918884,0.9316973686218262,2170,27252,204464
0.9390326142311096,0.9316973686218262,9574,86516,977389
0.9399325251579285,0.9312883615493774,2170,26853,204068
0.9343082308769226,0.9288343787193298,5696,25396,118348
0.9406074285507202,0.9351738095283508,2170,26282,203507
0.9401574730873108,0.9296523332595825,9192,29771,159714
0.9428571462631226,0.9300613403320312,2925,51869,326856
0.9390326142311096,0.9325153231620789,2725,39539,290464
0.9120360016822815,0.9034764766693115,1514,7170,68068
0.900112509727478,0.8920245170593262,72672,39639,1490412
0.9050618410110474,0.8965235352516174,5512,11293,195955
0.920134961605072,0.9157464504241943,1826,16441,112566
0.9340832233428955,0.9380367994308472,2734,55400,307488
0.9376828074455261,0.9300613403320312,2925,49736,324750
0.9302586913108826,0.9302658438682556,9192,26452,143206
0.9401574730873108,0.9323108196258545,2170,29030,210968
0.9282339811325073,0.9206544160842896,2156,18800,119394
0.8332958221435547,0.8220859169960022,72842,6866,1140678
0.9399325251579285,0.9323108196258545,2170,24799,202040
0.9057368040084839,0.8952965140342712,2350,50123,267484
0.9392576217651367,0.9274028539657593,2170,25659,207636
0.9203599691390991,0.9134969115257263,2046,9818,97652
0.29291337728500366,0.2934560179710388,1514,11595,61692
0.8911136388778687,0.8860940933227539,2170,10649,111476
0.9379077553749084,0.9361963272094727,2925,51537,315052
0.8983126878738403,0.8918200135231018,5512,11355,196009
0.8780652284622192,0.8773006200790405,1826,16286,89642
0.9352080821990967,0.9255623817443848,9192,46441,171006
0.9138357639312744,0.9143149256706238,27360,47716,748144
0.9226096868515015,0.9147239327430725,1826,19779,123210
0.9147356748580933,0.9114519357681274,1826,22166,98358
0.9511811137199402,0.9413087964057922,109008,553379,70769091
0.9165354371070862,0.913292407989502,2170,10589,111924
0.9340832233428955,0.9294478297233582,5696,24912,119216
0.8987626433372498,0.9020450115203857,3087,15584,147636
0.9457817673683167,0.9415132999420166,115064,278898,71591364
0.9361079931259155,0.9253578782081604,2170,27742,189280
0.9379077553749084,0.9372187852859497,2170,29169,211106
0.936557948589325,0.9316973686218262,9192,28445,153696
0.9361079931259155,0.9314928650856018,9192,30618,162764
0.939482569694519,0.927811861038208,2170,26729,203948
0.8458942770957947,0.8415132761001587,72842,8498,1144398
0.9372328519821167,0.933742344379425,2170,26219,211355
0.8994375467300415,0.8934560418128967,4686,22219,177366
0.9286839365959167,0.9300613403320312,2046,16531,187831
0.9349831342697144,0.9220858812332153,2156,18850,115446
0.9097862839698792,0.8952965140342712,1758,11926,129345
0.8926883935928345,0.8879345655441284,1826,29852,124657
0.9354330897331238,0.9325153231620789,5696,22068,115060
0.9167603850364685,0.9083844423294067,24896,12471,169110
0.9419572353363037,0.9355828166007996,2875,51170,316848
0.9363329410552979,0.9392638206481934,101139,159997,22309736
0.9381327629089355,0.9343558549880981,2049,27927,203192
0.9316085577011108,0.9265848398208618,9192,31153,163278
0.9367828965187073,0.9312883615493774,2170,24298,201545
0.318785160779953,0.30306747555732727,1088,3801,16900
0.9167603850364685,0.9047034978866577,62074,50740,1501632
0.870191216468811,0.8539877533912659,2064,34095,152828
0.9304836988449097,0.921881377696991,5880,16818,98022
0.9203599691390991,0.9173824191093445,1826,22206,133486
0.9367828965187073,0.927811861038208,1828,22416,179627
0.9349831342697144,0.933742344379425,2049,24328,199636
0.9381327629089355,0.9319018125534058,2170,24142,201392
0.9397075176239014,0.9302658438682556,2170,27279,209238
0.9401574730873108,0.941717803478241,5780,46802,517659
0.8474690914154053,0.8480572700500488,1132,16986,89016
0.9147356748580933,0.9094069600105286,12496,27107,447099
0.9417322874069214,0.9361963272094727,1664,26747,189271
0.9379077553749084,0.9271983504295349,1514,29141,150289
0.901912271976471,0.8985685110092163,1826,18386,109208
0.9309336543083191,0.9208589196205139,1514,10273,64296
0.08931383490562439,0.08568507432937622,1448,5417,52612
0.9190101027488708,0.907975435256958,2211,13694,119591
0.9424071907997131,0.9292433261871338,2925,52109,327456
0.9415073394775391,0.9386503100395203,2840,41304,307688
0.9228346347808838,0.9184049367904663,2321,12545,113949
0.9376828074455261,0.9349693059921265,1664,27436,189960
0.8706411719322205,0.8613497018814087,1443,35718,146970
0.913385808467865,0.9098159670829773,1514,10595,60684
0.9379077553749084,0.9372187852859497,5780,39671,548594
0.9230596423149109,0.9167689085006714,2046,11292,88717
0.9347581267356873,0.9288343787193298,2170,25569,202796
0.937457799911499,0.9316973686218262,1584,21129,172592
0.9329583644866943,0.9220858812332153,1514,11297,65309
0.9345331788063049,0.9282208681106567,591600,890178,128217934
0.9379077553749084,0.933742344379425,5780,44870,515748
0.4629921317100525,0.46053171157836914,1628,1960,22936
0.9403824806213379,0.9306748509407043,2170,27234,204814
0.9397075176239014,0.9325153231620789,2170,23874,198452
0.9329583644866943,0.9208589196205139,1514,10993,65007
0.9401574730873108,0.9306748509407043,781560,783645,912096412
0.9320585131645203,0.9274028539657593,1520,17570,142821
0.930708646774292,0.9245398640632629,25102,15726,172772
0.08931383490562439,0.08568507432937622,1448,5744,52926
0.8985376954078674,0.8854805827140808,2170,26434,195271
0.9147356748580933,0.9022495150566101,1991,9902,92906
0.9403824806213379,0.9316973686218262,1448,12377,78687
0.67019122838974,0.6449897885322571,2046,9645,90382
0.9383577108383179,0.9327198266983032,2875,50459,316146
0.9304836988449097,0.9241308569908142,1758,9825,49673
0.8863891959190369,0.8785275816917419,1388,33720,144260
0.939482569694519,0.933742344379425,5780,46331,517194
0.9271091222763062,0.9243353605270386,2156,17976,117321
0.906636655330658,0.8983640074729919,1302,15767,74586
0.9424071907997131,0.9353783130645752,2935,54600,331416
0.5570303797721863,0.5143149495124817,1448,16036,71106
0.9140607714653015,0.9061349630355835,22256,33333,173398
0.9361079931259155,0.93047034740448,6264,12681,202267
0.8938132524490356,0.8940695524215698,2936,5807,66898
0.941282331943512,0.9321063160896301,2170,23082,200349
0.9293588399887085,0.9271983504295349,1514,12908,66902
0.9361079931259155,0.9296523332595825,1514,9433,63466
0.9390326142311096,0.9355828166007996,1514,22579,143580
0.9484814405441284,0.9437627792358398,112036,563183,72672503
0.937457799911499,0.9316973686218262,1730,21479,171105
0.3473565876483917,0.3437627851963043,72842,4271,1134598
0.9034870862960815,0.8961145281791687,1514,18437,94659
0.9379077553749084,0.9394683241844177,2170,21452,185203
0.9352080821990967,0.927811861038208,2705,51682,300829
0.9214848279953003,0.9153374433517456,2321,11753,108935
0.936557948589325,0.9310838580131531,2170,31102,196272
0.9313835501670837,0.9269938468933105,1758,7702,47815
0.9264342188835144,0.9212678670883179,1514,23337,168098
0.9228346347808838,0.9151329398155212,1514,10357,62809
0.9370078444480896,0.9355828166007996,49565,133386,13868492
0.21462316811084747,0.19325153529644012,1448,13974,57885
0.9266591668128967,0.9220858812332153,1514,8932,61402
0.9376828074455261,0.9361963272094727,2049,28277,203532
0.7921259999275208,0.7813906073570251,1132,4310,38955
0.9271091222763062,0.9247443675994873,2935,56568,333247
0.9088863730430603,0.9002044796943665,1514,24445,102592
0.9358829855918884,0.9267893433570862,1758,10678,50759
0.8791900873184204,0.8631901741027832,1336,7698,26952
0.3390326201915741,0.3278118669986725,7296,14289,153328
0.9203599691390991,0.9182004332542419,117504,203510,15915545
0.9331833720207214,0.9286298751831055,1758,8003,48522
0.9316085577011108,0.9300613403320312,1514,10557,64576
0.8863891959190369,0.8775051236152649,1514,12543,63046
0.9340832233428955,0.9290388822555542,1840,30996,162720
0.9282339811325073,0.927811861038208,1514,32315,156184
0.9388076663017273,0.9361963272094727,2170,29031,210968
0.9199100136756897,0.9149284362792969,2080,25826,118415
0.9185602068901062,0.916564404964447,1572,17303,83847
0.8879640102386475,0.8938650488853455,2160,33081,159887
0.3865016996860504,0.3762781322002411,21916,18077,651606
0.9266591668128967,0.9171779155731201,6264,14051,199690
0.9426321983337402,0.9296523332595825,1644,21806,179419
0.9367828965187073,0.9245398640632629,2170,25306,202539
0.9345331788063049,0.9339468479156494,1664,25292,187836
0.9388076663017273,0.9298568367958069,1566,8357,66155
0.9082114696502686,0.9085889458656311,15448,182173,3234088
0.8157480359077454,0.797341525554657,2064,7793,54713
0.9372328519821167,0.9316973686218262,6264,9741,197795
0.9363329410552979,0.9302658438682556,2170,26586,204170
0.08931383490562439,0.08568507432937622,1448,5333,52534
0.9358829855918884,0.9314928650856018,1664,30131,192617
0.9421822428703308,0.9300613403320312,1514,18651,133533
0.9241845011711121,0.9163599014282227,6264,14901,200532
0.8596175312995911,0.8621677160263062,1168,17422,95325
0.7925759553909302,0.7850715517997742,1132,6012,41055
0.9208099246025085,0.9100204706192017,1514,9279,63310
0.9457817673683167,0.939059317111969,2860,41804,310384
0.8989876508712769,0.8889570832252502,3834,11811,151004
0.6247469186782837,0.606952965259552,3254,10406,109698
0.9129359126091003,0.9047034978866577,8532,84240,2429637
0.9356580376625061,0.9288343787193298,1758,10461,50546
0.9403824806213379,0.9343558549880981,1514,18051,134103
0.9257592558860779,0.9196318984031677,2925,40047,317603
0.9037120342254639,0.8997954726219177,42333,178807,16184332
0.9392576217651367,0.925153374671936,1448,12793,79095
0.941282331943512,0.9386503100395203,4580,39133,374934
0.9331833720207214,0.933742344379425,6264,7295,195376
0.8330708742141724,0.8323108553886414,1164,12318,40640
0.9302586913108826,0.9314928650856018,1514,17249,132790
0.9163104891777039,0.9141104221343994,345088,655614,58523124
0.9455568194389343,0.9404907822608948,1448,13001,79304
0.9397075176239014,0.9351738095283508,2935,56180,332976
0.9149606227874756,0.9059304594993591,21704,23333,165886
0.9255343079566956,0.9198364019393921,1520,17121,145860
0.9385826587677002,0.9312883615493774,1514,18559,133444
0.9361079931259155,0.9224948883056641,6264,7733,195809
0.941282331943512,0.9374232888221741,1448,13325,79625
0.8917885422706604,0.8783231377601624,4606,18902,186167
0.9381327629089355,0.9308793544769287,1514,22636,138758
0.08931383490562439,0.08568507432937622,1566,6933,60542
0.8425197005271912,0.8415132761001587,1132,16182,87887
0.9376828074455261,0.9284253716468811,1448,13441,79737
